theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
-8.250000000000000389e-02,-6.006950124594808696e-04,5.016783151290432792e-04,5.561517368394834800e-03,5.522387046016310683e-03,1.387778780781445676e-17,0.000000000000000000e+00
-8.000000000000001554e-02,-6.631044376652219614e-04,4.678817650569940087e-04,5.560700729101659273e-03,5.523004546353176003e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-7.750000000000001332e-02,-7.253514839410158972e-04,4.343328413694393987e-04,5.559890068222173194e-03,5.523618662339116817e-03,-2.775557561562891351e-17,0.000000000000000000e+00
-7.500000000000001110e-02,-7.874264005595023753e-04,4.010314674485243765e-04,5.559085621552400762e-03,5.524229191529168685e-03,4.163336342344337027e-17,0.000000000000000000e+00
-7.250000000000000888e-02,-8.493195080850569553e-04,3.679774857697595044e-04,5.558287617327956412e-03,5.524835939093700882e-03,-2.775557561562891351e-17,0.000000000000000000e+00
-7.000000000000000666e-02,-9.110211999103228105e-04,3.351706583693179163e-04,5.557496276128386092e-03,5.525438717893896810e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-6.750000000000000444e-02,-9.725219437393698091e-04,3.026106673512935072e-04,5.556711810795017699e-03,5.526037348543579551e-03,1.387778780781445676e-17,0.000000000000000000e+00
-6.500000000000000222e-02,-1.033812283017219742e-03,2.702971154347189302e-04,5.555934426362395262e-03,5.526631659457337427e-03,2.775557561562891351e-17,0.000000000000000000e+00
-6.250000000000000000e-02,-1.094882838305655075e-03,2.382295265400529176e-04,5.555164320003381020e-03,5.527221486884947854e-03,1.387778780781445676e-17,0.000000000000000000e+00
-5.999999999999999778e-02,-1.155724308605033572e-03,2.064073464148315034e-04,5.554401680987935790e-03,5.527806674932090811e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-5.749999999999999556e-02,-1.216327472622107586e-03,1.748299432982811639e-04,5.553646690655634002e-03,5.528387075567398751e-03,2.775557561562891351e-17,0.000000000000000000e+00
-5.500000000000002109e-02,-1.276683189983745994e-03,1.434966086244010498e-04,5.552899522401851841e-03,5.528962548615886340e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-5.250000000000001887e-02,-1.336782402396506858e-03,1.124065577633736354e-04,5.552160341677643204e-03,5.529532961738846744e-03,-4.163336342344337027e-17,0.000000000000000000e+00
-5.000000000000001665e-02,-1.396616134752149373e-03,8.155893080079509047e-05,5.551429306003194224e-03,5.530098190400318560e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-4.750000000000001443e-02,-1.456175496179072312e-03,5.095279335443976310e-05,5.550706564994790405e-03,5.530658117820257819e-03,1.387778780781445676e-17,0.000000000000000000e+00
-4.500000000000001221e-02,-1.515451681039796297e-03,2.058713742812230609e-05,5.549992260405188851e-03,5.531212634914553852e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-4.250000000000000999e-02,-1.574435969874647939e-03,-9.539117697724463891e-06,5.549286526177223816e-03,5.531761640222080702e-03,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000777e-02,-1.633119730291782926e-03,-3.942712453917565093e-05,5.548589488510522437e-03,5.532305039818975756e-03,2.775557561562891351e-17,0.000000000000000000e+00
-3.750000000000000555e-02,-1.691494417803793499e-03,-6.907810644614897878e-05,5.547901265941092980e-03,5.532842747220364198e-03,0.000000000000000000e+00,0.000000000000000000e+00
-3.500000000000000333e-02,-1.749551576611129734e-03,-9.849335660427983104e-05,5.547221969433607791e-03,5.533374683269794668e-03,-2.775557561562891351e-17,0.000000000000000000e+00
-3.250000000000000111e-02,-1.807282840332625649e-03,-1.276742370019825037e-04,5.546551702486114677e-03,5.533900776016629011e-03,-4.163336342344337027e-17,0.000000000000000000e+00
-2.999999999999999889e-02,-1.864679932683465128e-03,-1.566221773630303556e-04,5.545890561246920834e-03,5.534420960581696615e-03,-5.551115123125782702e-17,0.000000000000000000e+00
-2.749999999999999667e-02,-1.921734668100944605e-03,-1.853386740452798304e-04,5.545238634643361378e-03,5.534935179011514321e-03,1.387778780781445676e-17,0.000000000000000000e+00
-2.499999999999999445e-02,-1.978438952318444487e-03,-2.138252889060026979e-04,5.544596004522128925e-03,5.535443380121414514e-03,-2.775557561562891351e-17,0.000000000000000000e+00
-2.250000000000001998e-02,-2.034784782888028696e-03,-2.420836481343691788e-04,5.543962745800840725e-03,5.535945519327925730e-03,2.775557561562891351e-17,0.000000000000000000e+00
-2.000000000000001776e-02,-2.090764249652132898e-03,-2.701154410517070089e-04,5.543338926630484234e-03,5.536441558470790031e-03,0.000000000000000000e+00,0.000000000000000000e+00
-1.750000000000001554e-02,-2.146369535164900210e-03,-2.979224188800074467e-04,5.542724608568338693e-03,5.536931465625000506e-03,4.163336342344337027e-17,0.000000000000000000e+00
-1.500000000000001332e-02,-2.201592915063655103e-03,-3.255063934793305902e-04,5.542119846761006663e-03,5.537415214903279592e-03,1.387778780781445676e-17,0.000000000000000000e+00
